n_shots,classifier,trial,accuracy,macro_f1,roc_auc,time_s
128,Decision Tree,4,0.6407035175879398,0.5780870591741739,0.7135646272327262,0.416975736618042
128,Decision Tree,5,0.6344221105527639,0.5776276142550266,0.6982561880716727,0.46932506561279297
128,Decision Tree,6,0.5527638190954773,0.5172867070149773,0.6624433635824845,0.427565336227417
128,Decision Tree,7,0.5879396984924623,0.531747176159577,0.6768034145853695,0.46099853515625
128,Decision Tree,8,0.5954773869346733,0.5377602205559536,0.6775420208327223,0.4379892349243164
128,Decision Tree,9,0.5565326633165829,0.5120896864766075,0.6737773718171141,0.39762330055236816
128,Random Forest,0,0.7386934673366834,0.6747880989448193,0.8357500204046644,0.8807117938995361
128,Random Forest,1,0.7462311557788944,0.69111133999382,0.8514745515754858,0.913599967956543
128,Random Forest,2,0.7688442211055276,0.7002863903482708,0.8493679919734737,0.8505458831787109
128,Random Forest,3,0.7625628140703518,0.7099642008765766,0.8677265595026054,0.8746893405914307
128,Random Forest,4,0.757537688442211,0.698215528588357,0.8624033268093054,0.8572640419006348
128,Random Forest,5,0.7701005025125628,0.7110016514300316,0.8547950117902119,0.8453776836395264
128,Random Forest,6,0.7173366834170855,0.6652469604636132,0.8575022997680054,0.9446008205413818
128,Random Forest,7,0.7587939698492462,0.7077683815149959,0.8565603413975914,0.8520252704620361
128,Random Forest,8,0.757537688442211,0.6970113174274664,0.8493086932329332,0.8591172695159912
128,Random Forest,9,0.7311557788944724,0.676387649433757,0.8469553670356287,0.87349534034729
128,SVM (RBF),0,0.7412060301507538,0.6793678276784902,0.849681598056596,0.8933515548706055
128,SVM (RBF),1,0.7562814070351759,0.6997990431541613,0.8691248637681257,0.9270834922790527
128,SVM (RBF),2,0.7713567839195979,0.6972493052710331,0.8576742406734204,0.9347918033599854
128,SVM (RBF),3,0.7449748743718593,0.6846500974936206,0.8747160982815625,0.9058916568756104
128,SVM (RBF),4,0.7726130653266332,0.7115511656223196,0.876609973931976,0.9086654186248779
128,SVM (RBF),5,0.757537688442211,0.6894512177212823,0.8742368739140326,0.8432712554931641
128,SVM (RBF),6,0.7399497487437185,0.6842175239533262,0.8756726996384601,0.8735768795013428
128,SVM (RBF),7,0.7600502512562815,0.7047431356244775,0.8795407730314542,0.8819282054901123
128,SVM (RBF),8,0.7562814070351759,0.6941305537703212,0.8692803735002509,0.9194331169128418
128,SVM (RBF),9,0.7160804020100503,0.6639988762298709,0.8616805342782167,0.8818998336791992
128,Nearest Centroid,0,0.6771356783919598,0.5624222992133059,0.7730155705321209,0.04384255409240723
